,container_type,title,author,pub_year,venue,abstract,author_id,num_citations
10,Publication,Paper trail: Chasing the Chinese in the Cape (1904-1933),['KL Harris'],2014,Kronos,"The penultimate section considers how the paper trail and paper chase introduced by the  Act was implemented, and the last section looks at what this paper trail preserved for the",[''],15
11,Publication,The paper trail: An unexpected history of a revolutionary invention,['A Monro'],2016,NA,"A sweeping, richly detailed history that tells the fascinating story of how paper—the simple  Chinese invention of two thousand years ago—wrapped itself around our world, humankind’s",[''],14
12,Publication,Categorical denial: evaluating post-1492 Indigenous erasure in the paper trail of American archaeology,"['LM Panich', 'TD Schneider']",2019,American Antiquity,"To assess the magnitude of the problem stemming from the misrecognition and  misrecording of sites related to long-term indigenous presence, we examined the paper trail for","['3iBipfEAAAAJ', 'x_zV9mEAAAAJ']",21
13,Publication,The paper trail of the 13C of atmospheric CO2 since the industrial revolution period,['D Yakir'],2011,Environmental Research Letters,"paper used in the printing industry, which provides a well-organized archive and integrated  material derived from trees' cellulose. 13 C analyses of paper  C in the paper we tested than",['UX5A0WAAAAAJ'],34
14,Publication,The paper trail: responses to an MA course in education,"[""M O'Hara""]",1988,Journal of In-Service Education,This paper looks at the experiences of three cohorts of post-graduate students (of whom all  but two were experienced and practising teachers) who had undertaken advanced degree,[''],5
15,Publication,An Examination of the Auditability of Voter Verified Paper Audit Trail (VVPAT) Ballots.,"['SN Goggin', 'MD Byrne']",2007,EVT,"verification mechanism that could then be used in a recount.  paper examines a best-case  scenario from the voter perspective; that is, it assumes all votes are cast accurately and verified","['pnZl6qcAAAAJ', 'DalLJdYAAAAJ']",30
16,Publication,An active approach to voting verification,"['T Selker', 'S Cohen']",2005,NA,voter verified paper audit trail (VVPAT). Another more recent proposal is the voter verified  audio audit transcript trail  the audio verification” and “there were some errors in the paper trail.”,"['4n5ZBd0AAAAJ', '']",16
17,Publication,Scantegrity: End-to-end voter-verifiable optical-scan voting,"['D Chaum', 'A Essex', 'R Carback', 'J Clark']",2008,IEEE Security & …,"independent verification methods (such as paper audit trails)  voter will get the altered ballot  or for whom that voter will vote.  E2E integrity and a traditional voter verifiable paper trail, it’s","['', 'miGbuS4AAAAJ', 'MMmq2jUAAAAJ', 'oQrvLjYAAAAJ']",243
18,Publication,When is an election verifiable?,"['RL Rivest', 'PB Stark']",2017,NA,"statistical tabulation audits could do that job for systems with a voter-verifiable paper trail.   We’re pleased to see vigorous research on voting systems, including the papers in this","['6qE0tdAAAAAJ', '5EMVIoEAAAAJ']",6
19,Publication,A pc-based open-source voting machine with an accessible voter-verifiable paper ballot,"['AM Keller', 'A Dechert', 'K Auerbach']",2004,한국디지털정책학회 …,"We speak of OVC creating a paper ballot, not a receipt, nor simply a ""paper trail."" That is, for   Ordinary sighted voters who happen to need reading glasses are likely to find ""ballot under","['', '', '']",16
20,Publication,Security as belief user's perceptions on the security of electronic voting systems,"['AM Oostveen', 'P Besselaar']",2004,"Electronic voting in Europe-Technology, law …","In this paper a pilot e-voting system is being studied to gain  a voter-verified paper  trail is the only way voters can have  We find this very surprising, as we expected that frequent","['NCfca1MAAAAJ', 'exSkItIAAAAJ']",82
21,Publication,"Comparing the Auditability of Optical Scan, Voter Verified Paper Audit Trail (VVPAT) and Video (VVVAT) Ballot Systems.","['SN Goggin', 'MD Byrne', 'JE Gilbert', 'G Rogers']",2008,EVT,"actual DRE machines manufactured by major voting machine vendors (See Figure 1). During   bottom if it was invalidated by the voter during the verification process, as suggested by the","['pnZl6qcAAAAJ', 'DalLJdYAAAAJ', 'FKbHXRUAAAAJ', '']",22
22,Publication,The Importance of Usability Testing of Voting Systems.,"['PS Herrnson', 'RG Niemi', 'MJ Hanmer', 'BB Bederson']",2006,EVT,"and altered systems, especially considering add-ons such as voter verifiable paper trails.   One system (ES&S Model 100) uses a paper ballot and an optical scanner to checking the","['', '', 'Lua5dA4AAAAJ', 'IcW1vJEAAAAJ']",46
23,Publication,Stop the presses: How paper trails fail to secure e-voting,['D Castro'],2007,ITIF Reports,"voting machines functioned correctly. Unfortunately, as discussed in this report, paper audit  trails for DRE voting  , paper receipts are not the only form of verification. Second, the DRE",[''],11
24,Publication,Evaluating electronic voting systems equipped with voter-verified paper records,"['', 'P Sakarindr', 'E Haghani', 'C Zhang']",2008,IEEE Security & …,"voters verify their voting selections on paper records; officials then couple the electronic record  of each vote with a printed paper  voters are visually impaired, they’re unlikely to see the","['', '', '', '']",43
25,Publication,Human readable paper verification of Pret a Voter,"['D Lundin', 'PYA Ryan']",2008,European Symposium on Research in Computer …,"We refer the reader to the various papers and tech reports for the details.  In the scheme  presented here, we add a paper audit trail to Prêt `a Voter. As has been described above, the","['', 'k2Uy_t4AAAAJ']",30
26,Publication,Paper v. electronic voting records-an assessment,['MI Shamos'],2004,Proceedings of the 14th ACM Conference on …,"Therefore, the voterverified paper trail solves every one of the  components in full view of  the voters does not promote trust  The hacking stories we read in the papers concern attacks",['PswI6pYAAAAJ'],47
27,Publication,Assessing the usability of open verifiable e-voting systems: a trial with the system Prêt à Voter,"['M Winckler', 'R Bernhaupt', 'P Palanque', 'D Lundin']",2009,Proceedings of ICE …,Prêt à Voter combines paper trail for recounts and  paper reports some observed user  behavior faced to the introduction of new voting system including cryptographically vote verification,"['Vy_PSbgAAAAJ', 'BXweJXQAAAAJ', 'GfRN5BsAAAAJ', '']",29
28,Publication,A methodology for testing voting systems,"['T Selker', 'E Rosenzweig', 'A Pandolfo']",2006,Journal of usability studies,Voter Verifiable Paper Audit Trail (VVPAT) with a paper trail that allows users to verify their  vote  person reported finding an error with paper trail verification. Even more striking was the,"['4n5ZBd0AAAAJ', '', '']",36
29,Publication,Of paper trails and voter receipts,"['A Yasinsac', 'M Bishop']",2008,Proceedings of the 41st Annual Hawaii …,"paper, we address misconceptions about voter receipts and show that existing voting paper   Even if we were to see the bill again, the only characteristic that could tell us that it was ours","['JvUypEMAAAAJ', '2oclnIwAAAAJ']",14
